Block No	Threads	Block Size	Williams Time
18000926	16	116	0.316000ms
18000927	16	159	0.354000ms
18000928	16	155	0.337000ms
18000929	16	147	0.295000ms
18000930	16	121	0.708000ms
18000931	16	163	1.107000ms
18000932	16	111	0.829000ms
18000933	16	137	1.004000ms
18000934	16	150	0.783000ms
18000935	16	138	0.650000ms
18000936	16	123	0.289000ms
18000937	16	99	0.332000ms
18000938	16	393	0.400000ms
18000939	16	113	1.155000ms
18000940	16	120	0.623000ms
18000941	16	166	0.684000ms
18000942	16	109	0.895000ms
18000943	16	146	0.332000ms
18000944	16	111	0.319000ms
18000945	16	140	0.627000ms
18000946	16	98	0.265000ms
18000947	16	145	0.317000ms
18000948	16	140	0.304000ms
18000949	16	132	0.651000ms
18000950	16	133	0.722000ms
18000951	16	124	0.513000ms
18000952	16	123	0.259000ms
18000953	16	136	1.145000ms
18000954	16	116	0.307000ms
18000955	16	172	1.306000ms
18000956	16	151	0.342000ms
18000957	16	117	0.483000ms
18000958	16	131	0.364000ms
18000959	16	150	0.375000ms
18000960	16	135	0.736000ms
18000961	16	129	0.356000ms
18000962	16	133	0.705000ms
18000963	16	166	0.334000ms
18000964	16	160	0.851000ms
18000965	16	137	0.791000ms
18000966	16	118	1.054000ms
18000967	16	107	0.499000ms
18000968	16	131	0.335000ms
18000969	16	179	0.391000ms
18000970	16	134	0.652000ms
18000971	16	143	1.318000ms
18000972	16	173	0.422000ms
18000973	16	121	0.321000ms
18000974	16	128	0.314000ms
18000975	16	135	0.722000ms
18000976	16	119	1.088000ms
18000977	16	120	0.265000ms
18000978	16	158	0.303000ms
18000979	16	149	0.349000ms
18000980	16	108	0.620000ms
18000981	16	170	0.364000ms
18000982	16	177	0.365000ms
18000983	16	103	0.436000ms
18000984	16	126	0.284000ms
18000985	16	117	0.616000ms
18000986	16	125	0.324000ms
18000987	16	157	0.393000ms
18000988	16	132	1.306000ms
18000989	16	133	0.349000ms
18000990	16	122	0.602000ms
18000991	16	109	0.318000ms
18000992	16	179	0.396000ms
18000993	16	139	0.339000ms
18000994	16	154	0.326000ms
18000995	16	65	0.261000ms
18000996	16	98	0.941000ms
18000997	16	241	1.018000ms
18000998	16	47	0.259000ms
18000999	16	172	1.073000ms
18001000	16	113	0.756000ms
18001001	16	129	0.514000ms
18001002	16	140	0.350000ms
18001003	16	140	0.460000ms
18001004	16	152	0.789000ms
18001005	16	109	1.132000ms
18001006	16	109	0.639000ms
18001007	16	138	0.673000ms
18001008	16	134	0.658000ms
18001009	16	116	0.617000ms
18001010	16	141	0.760000ms
18001011	16	112	1.026000ms
18001012	16	123	0.695000ms
18001013	16	113	0.588000ms
18001014	16	138	0.381000ms
18001015	16	155	0.547000ms
18001016	16	138	0.704000ms
18001017	16	133	0.589000ms
18001018	16	147	0.575000ms
18001019	16	122	0.595000ms
18001020	16	123	0.592000ms
18001021	16	174	0.731000ms
18001022	16	117	1.152000ms
18001023	16	115	0.621000ms
18001024	16	145	0.640000ms
18001025	16	129	0.776000ms
18001026	16	111	0.646000ms
18001027	16	140	0.638000ms
18001028	16	146	0.914000ms
18001029	16	125	0.465000ms
18001030	16	104	0.881000ms
18001031	16	116	0.592000ms
18001032	16	118	0.634000ms
18001033	16	130	0.804000ms
18001034	16	121	0.667000ms
18001035	16	154	1.027000ms
18001036	16	122	0.587000ms
18001037	16	170	0.692000ms
18001038	16	117	0.580000ms
18001039	16	154	1.189000ms
18001040	16	114	0.827000ms
18001041	16	128	0.478000ms
18001042	16	136	0.649000ms
18001043	16	211	0.746000ms
18001044	16	169	0.596000ms
18001045	16	168	0.682000ms
18001046	16	209	0.604000ms
18001047	16	208	1.150000ms
18001048	16	143	0.647000ms
18001049	16	131	0.567000ms
18001050	16	151	0.564000ms
18001051	16	161	0.550000ms
18001052	16	133	0.744000ms
18001053	16	109	0.761000ms
18001054	16	123	0.335000ms
18001055	16	139	1.179000ms
18001056	16	149	0.642000ms
18001057	16	181	0.696000ms
18001058	16	118	0.630000ms
18001059	16	145	1.067000ms
18001060	16	141	0.608000ms
18001061	16	116	0.347000ms
18001062	16	182	0.779000ms
18001063	16	116	0.632000ms
18001064	16	116	0.736000ms
18001065	16	116	0.667000ms
18001066	16	149	0.301000ms
18001067	16	180	0.537000ms
18001068	16	155	0.506000ms
18001069	16	123	0.721000ms
18001070	16	107	1.046000ms
18001071	16	158	0.861000ms
18001072	16	146	0.703000ms
18001073	16	151	0.596000ms
18001074	16	83	0.286000ms
18001075	16	290	0.882000ms
18001076	16	260	1.115000ms
18001077	16	123	0.705000ms
18001078	16	117	0.655000ms
18001079	16	132	0.658000ms
18001080	16	124	0.675000ms
18001081	16	135	0.798000ms
18001082	16	131	0.672000ms
18001083	16	155	1.058000ms
18001084	16	110	0.783000ms
18001085	16	129	0.707000ms
18001086	16	101	0.578000ms
18001087	16	377	0.491000ms
18001088	16	133	0.521000ms
18001089	16	146	0.764000ms
18001090	16	120	0.632000ms
18001091	16	152	0.758000ms
18001092	16	96	0.550000ms
18001093	16	132	1.170000ms
18001094	16	172	0.652000ms
18001095	16	126	0.948000ms
18001096	16	135	0.576000ms
18001097	16	112	0.638000ms
18001098	16	131	0.818000ms
18001099	16	136	0.674000ms
18001100	16	138	0.822000ms
18001101	16	130	0.327000ms
18001102	16	88	0.739000ms
18001103	16	214	0.715000ms
18001104	16	120	0.691000ms
18001105	16	121	0.694000ms
18001106	16	154	1.030000ms
18001107	16	113	0.327000ms
18001108	16	105	0.643000ms
18001109	16	142	0.692000ms
18001110	16	115	0.746000ms
18001111	16	126	1.162000ms
18001112	16	183	0.791000ms
18001113	16	178	0.591000ms
18001114	16	135	0.626000ms
18001115	16	121	0.802000ms
18001116	16	117	1.048000ms
18001117	16	85	0.631000ms
18001118	16	176	0.495000ms
18001119	16	134	0.715000ms
18001120	16	122	0.731000ms
18001121	16	112	0.741000ms
18001122	16	118	0.771000ms
18001123	16	145	0.687000ms
18001124	16	106	0.655000ms
18001125	16	108	0.625000ms
18001126	16	124	1.157000ms
18001127	16	111	0.717000ms
18001128	16	294	0.680000ms
18001129	16	99	0.595000ms
18001130	16	99	1.070000ms
18001131	16	128	0.596000ms
18001132	16	111	0.768000ms
18001133	16	121	0.441000ms
18001134	16	141	0.771000ms
18001135	16	147	0.685000ms
18001136	16	127	0.549000ms
18001137	16	153	0.692000ms
18001138	16	124	0.593000ms
18001139	16	107	1.007000ms
18001140	16	100	0.679000ms
18001141	16	149	0.602000ms
18001142	16	114	0.377000ms
18001143	16	105	0.320000ms
18001144	16	159	0.319000ms
18001145	16	112	0.696000ms
18001146	16	133	1.320000ms
18001147	16	114	0.321000ms
18001148	16	168	0.643000ms
18001149	16	153	0.338000ms
18001150	16	126	0.788000ms
18001151	16	116	0.740000ms
18001152	16	156	0.329000ms
18001153	16	132	1.006000ms
18001154	16	135	0.592000ms
18001155	16	151	0.624000ms
18001156	16	143	0.645000ms
18001157	16	189	0.376000ms
18001158	16	155	0.317000ms
18001159	16	108	0.296000ms
18001160	16	129	0.650000ms
18001161	16	136	0.850000ms
18001162	16	156	0.387000ms
18001163	16	144	0.345000ms
18001164	16	168	1.208000ms
18001165	16	122	0.614000ms
18001166	16	114	1.126000ms
18001167	16	221	0.578000ms
18001168	16	115	0.275000ms
18001169	16	145	0.287000ms
18001170	16	138	0.686000ms
18001171	16	124	0.625000ms
18001172	16	128	0.811000ms
18001173	16	103	0.349000ms
18001174	16	114	0.291000ms
18001175	16	118	0.624000ms
18001176	16	106	0.306000ms
18001177	16	123	0.775000ms
18001178	16	110	1.065000ms
18001179	16	118	0.363000ms
18001180	16	75	0.724000ms
18001181	16	123	1.128000ms
18001182	16	111	0.301000ms
18001183	16	112	0.350000ms
18001184	16	82	0.285000ms
18001185	16	143	0.771000ms
18001186	16	111	0.351000ms
18001187	16	143	0.310000ms
18001188	16	120	0.276000ms
18001189	16	107	1.030000ms
18001190	16	148	0.752000ms
18001191	16	123	0.374000ms
18001192	16	154	0.312000ms
18001193	16	145	0.352000ms
18001194	16	152	0.337000ms
18001195	16	124	0.703000ms
18001196	16	124	0.732000ms
18001197	16	128	0.486000ms
18001198	16	129	1.178000ms
18001199	16	137	0.274000ms
18001200	16	107	0.810000ms
18001201	16	107	1.036000ms
18001202	16	117	0.293000ms
18001203	16	125	0.822000ms
18001204	16	135	0.356000ms
18001205	16	108	0.600000ms
18001206	16	111	0.283000ms
18001207	16	98	0.297000ms
18001208	16	90	0.269000ms
18001209	16	113	0.334000ms
18001210	16	83	0.761000ms
18001211	16	144	0.397000ms
18001212	16	117	0.327000ms
18001213	16	88	0.991000ms
18001214	16	116	0.403000ms
18001215	16	136	1.317000ms
18001216	16	129	0.632000ms
18001217	16	90	0.469000ms
18001218	16	150	0.322000ms
18001219	16	75	0.270000ms
18001220	16	189	0.950000ms
18001221	16	126	0.368000ms
18001222	16	150	0.753000ms
18001223	16	116	0.284000ms
18001224	16	107	0.974000ms
18001225	16	110	0.537000ms
18001226	16	126	0.272000ms
18001227	16	132	0.729000ms
18001228	16	87	0.339000ms
18001229	16	130	0.394000ms
18001230	16	102	0.611000ms
18001231	16	138	0.401000ms
18001232	16	178	0.548000ms
18001233	16	129	0.661000ms
18001234	16	142	0.399000ms
18001235	16	116	0.806000ms
18001236	16	99	1.119000ms
18001237	16	409	0.612000ms
18001238	16	152	1.047000ms
18001239	16	152	0.327000ms
18001240	16	157	0.755000ms
18001241	16	112	0.309000ms
18001242	16	109	0.324000ms
18001243	16	137	0.351000ms
18001244	16	118	0.339000ms
18001245	16	123	0.726000ms
18001246	16	131	0.362000ms
18001247	16	147	0.333000ms
18001248	16	132	1.058000ms
18001249	16	81	0.838000ms
18001250	16	191	0.651000ms
18001251	16	132	0.307000ms
18001252	16	116	0.698000ms
18001253	16	123	1.156000ms
18001254	16	149	0.363000ms
18001255	16	115	0.662000ms
18001256	16	115	0.564000ms
18001257	16	125	0.303000ms
18001258	16	149	0.344000ms
18001259	16	144	0.661000ms
18001260	16	104	0.660000ms
18001261	16	89	0.971000ms
18001262	16	169	0.332000ms
18001263	16	130	0.374000ms
18001264	16	144	0.695000ms
18001265	16	96	0.644000ms
18001266	16	112	0.340000ms
18001267	16	178	0.480000ms
18001268	16	139	0.614000ms
18001269	16	121	0.328000ms
18001270	16	157	0.763000ms
18001271	16	92	1.281000ms
18001272	16	134	1.000000ms
18001273	16	123	0.342000ms
18001274	16	143	0.364000ms
18001275	16	137	0.697000ms
18001276	16	65	0.671000ms
18001277	16	152	0.494000ms
18001278	16	94	0.295000ms
18001279	16	141	0.309000ms
18001280	16	122	0.646000ms
18001281	16	105	0.713000ms
18001282	16	141	1.052000ms
18001283	16	92	0.299000ms
18001284	16	222	0.373000ms
18001285	16	118	0.766000ms
18001286	16	111	0.288000ms
18001287	16	155	0.363000ms
18001288	16	198	1.218000ms
18001289	16	126	0.381000ms
18001290	16	149	0.774000ms
18001291	16	104	0.584000ms
18001292	16	186	1.142000ms
18001293	16	133	0.830000ms
18001294	16	167	0.352000ms
18001295	16	164	0.736000ms
18001296	16	140	0.626000ms
18001297	16	224	0.354000ms
18001298	16	113	0.810000ms
18001299	16	120	0.307000ms
18001300	16	90	0.644000ms
18001301	16	118	0.309000ms
18001302	16	160	0.374000ms
18001303	16	113	0.236000ms
18001304	16	156	0.791000ms
18001305	16	129	1.176000ms
18001306	16	124	0.305000ms
18001307	16	130	0.317000ms
18001308	16	151	0.375000ms
18001309	16	114	0.795000ms
18001310	16	117	0.685000ms
18001311	16	139	0.357000ms
18001312	16	150	0.360000ms
18001313	16	96	0.267000ms
18001314	16	124	0.330000ms
18001315	16	123	1.024000ms
18001316	16	127	0.376000ms
18001317	16	154	0.357000ms
18001318	16	119	0.561000ms
18001319	16	124	0.300000ms
18001320	16	138	0.758000ms
18001321	16	126	0.549000ms
18001322	16	150	0.348000ms
18001323	16	134	1.125000ms
18001324	16	114	0.772000ms
18001325	16	99	0.539000ms
18001326	16	131	0.796000ms
18001327	16	108	1.060000ms
18001328	16	138	0.330000ms
18001329	16	134	0.335000ms
18001330	16	110	0.704000ms
18001331	16	119	0.273000ms
18001332	16	119	0.762000ms
18001333	16	170	0.339000ms
18001334	16	105	0.363000ms
18001335	16	123	0.785000ms
18001336	16	138	1.100000ms
18001337	16	134	0.374000ms
18001338	16	69	0.686000ms
18001339	16	153	0.326000ms
18001340	16	115	0.799000ms
18001341	16	137	0.388000ms
18001342	16	134	1.369000ms
18001343	16	94	0.747000ms
18001344	16	146	0.636000ms
18001345	16	103	0.732000ms
18001346	16	141	0.973000ms
18001347	16	154	0.640000ms
18001348	16	118	0.823000ms
18001349	16	114	0.801000ms
18001350	16	118	0.752000ms
18001351	16	96	0.567000ms
18001352	16	166	0.588000ms
18001353	16	105	0.507000ms
18001354	16	144	0.334000ms
18001355	16	116	0.741000ms
18001356	16	142	0.524000ms
18001357	16	196	0.780000ms
18001358	16	123	0.636000ms
18001359	16	160	1.163000ms
18001360	16	104	0.646000ms
18001361	16	135	0.620000ms
18001362	16	129	1.209000ms
18001363	16	155	0.572000ms
18001364	16	125	0.573000ms
18001365	16	143	0.706000ms
18001366	16	86	0.713000ms
18001367	16	154	0.661000ms
18001368	16	104	0.557000ms
18001369	16	92	0.578000ms
18001370	16	119	0.637000ms
18001371	16	131	1.088000ms
18001372	16	137	0.352000ms
18001373	16	133	0.337000ms
18001374	16	174	0.718000ms
18001375	16	138	0.660000ms
18001376	16	120	0.642000ms
18001377	16	156	0.752000ms
18001378	16	121	0.679000ms
18001379	16	268	0.463000ms
18001380	16	179	0.790000ms
18001381	16	200	0.721000ms
18001382	16	121	1.001000ms
18001383	16	138	1.173000ms
18001384	16	103	0.615000ms
18001385	16	112	0.691000ms
18001386	16	151	0.526000ms
18001387	16	386	0.770000ms
18001388	16	123	0.734000ms
18001389	16	145	0.644000ms
18001390	16	118	0.740000ms
18001391	16	133	0.666000ms
18001392	16	112	0.566000ms
18001393	16	112	1.048000ms
18001394	16	123	0.701000ms
18001395	16	169	0.689000ms
18001396	16	101	0.694000ms
18001397	16	134	0.715000ms
18001398	16	122	0.572000ms
18001399	16	112	0.659000ms
18001400	16	119	1.160000ms
18001401	16	92	0.597000ms
18001402	16	112	0.348000ms
18001403	16	111	0.300000ms
18001404	16	139	0.641000ms
18001405	16	97	0.645000ms
18001406	16	110	0.646000ms
18001407	16	107	0.991000ms
18001408	16	70	0.504000ms
18001409	16	159	0.669000ms
18001410	16	116	0.742000ms
18001411	16	142	0.873000ms
18001412	16	133	0.735000ms
18001413	16	98	0.546000ms
18001414	16	141	0.721000ms
18001415	16	130	0.654000ms
18001416	16	148	0.900000ms
18001417	16	142	0.689000ms
18001418	16	128	1.291000ms
18001419	16	93	0.566000ms
18001420	16	106	0.627000ms
18001421	16	101	0.277000ms
18001422	16	162	0.614000ms
18001423	16	129	0.661000ms
18001424	16	119	0.749000ms
18001425	16	143	0.642000ms
18001426	16	137	0.549000ms
18001427	16	145	0.652000ms
18001428	16	114	0.613000ms
18001429	16	144	0.618000ms
18001430	16	126	0.720000ms
18001431	16	106	0.957000ms
18001432	16	110	0.307000ms
18001433	16	122	0.638000ms
18001434	16	162	1.159000ms
18001435	16	115	0.456000ms
18001436	16	158	0.647000ms
18001437	16	176	0.431000ms
18001438	16	111	0.680000ms
18001439	16	145	0.823000ms
18001440	16	129	0.675000ms
18001441	16	121	0.565000ms
18001442	16	157	0.624000ms
18001443	16	118	0.984000ms
18001444	16	144	0.839000ms
18001445	16	150	0.827000ms
18001446	16	128	0.655000ms
18001447	16	150	0.599000ms
18001448	16	135	0.655000ms
18001449	16	128	0.664000ms
18001450	16	154	0.659000ms
18001451	16	106	0.633000ms
18001452	16	181	1.112000ms
18001453	16	83	1.107000ms
18001454	16	165	0.357000ms
18001455	16	122	0.577000ms
18001456	16	165	0.693000ms
18001457	16	139	0.613000ms
18001458	16	112	0.847000ms
18001459	16	141	0.716000ms
18001460	16	84	0.633000ms
18001461	16	106	0.696000ms
18001462	16	173	0.745000ms
18001463	16	69	0.401000ms
18001464	16	154	0.724000ms
18001465	16	101	1.056000ms
18001466	16	87	0.768000ms
18001467	16	150	0.420000ms
18001468	16	131	0.394000ms
18001469	16	139	1.149000ms
18001470	16	206	0.847000ms
18001471	16	131	0.756000ms
18001472	16	133	0.317000ms
18001473	16	102	0.713000ms
18001474	16	122	0.719000ms
18001475	16	117	0.671000ms
18001476	16	143	0.744000ms
18001477	16	156	0.277000ms
18001478	16	124	0.766000ms
18001479	16	133	1.011000ms
18001480	16	158	0.667000ms
18001481	16	116	0.316000ms
18001482	16	160	0.620000ms
18001483	16	113	0.888000ms
18001484	16	116	0.337000ms
18001485	16	99	0.723000ms
18001486	16	115	0.276000ms
18001487	16	143	0.327000ms
18001488	16	104	1.112000ms
18001489	16	83	0.541000ms
18001490	16	112	0.910000ms
18001491	16	157	0.908000ms
18001492	16	173	0.378000ms
18001493	16	104	0.292000ms
18001494	16	123	0.598000ms
18001495	16	151	0.611000ms
18001496	16	100	0.280000ms
18001497	16	215	0.396000ms
18001498	16	247	0.478000ms
18001499	16	140	0.301000ms
18001500	16	114	0.589000ms
18001501	16	131	0.369000ms
18001502	16	153	1.045000ms
18001503	16	125	0.288000ms
18001504	16	139	0.655000ms
18001505	16	133	0.753000ms
18001506	16	157	0.391000ms
18001507	16	148	1.111000ms
18001508	16	102	0.713000ms
18001509	16	144	0.345000ms
18001510	16	148	0.535000ms
18001511	16	161	0.456000ms
18001512	16	115	0.317000ms
18001513	16	125	1.060000ms
18001514	16	131	0.406000ms
18001515	16	155	0.841000ms
18001516	16	107	0.576000ms
18001517	16	157	0.377000ms
18001518	16	140	0.355000ms
18001519	16	64	0.239000ms
18001520	16	154	0.635000ms
18001521	16	104	0.310000ms
18001522	16	142	0.663000ms
18001523	16	143	0.984000ms
18001524	16	119	0.625000ms
18001525	16	128	0.761000ms
18001526	16	138	0.382000ms
18001527	16	127	1.379000ms
18001528	16	113	0.338000ms
18001529	16	125	0.739000ms
18001530	16	117	0.537000ms
18001531	16	144	0.337000ms
18001532	16	151	0.360000ms
18001533	16	113	0.272000ms
18001534	16	127	1.031000ms
18001535	16	114	0.696000ms
18001536	16	128	0.269000ms
18001537	16	353	0.578000ms
18001538	16	120	0.293000ms
18001539	16	135	0.521000ms
18001540	16	146	0.589000ms
18001541	16	132	0.646000ms
18001542	16	131	0.346000ms
18001543	16	125	0.802000ms
18001544	16	125	0.311000ms
18001545	16	155	1.166000ms
18001546	16	97	0.351000ms
18001547	16	157	1.028000ms
18001548	16	103	0.665000ms
18001549	16	133	0.275000ms
18001550	16	97	0.514000ms
18001551	16	138	0.479000ms
18001552	16	124	0.569000ms
18001553	16	119	0.283000ms
18001554	16	156	0.693000ms
18001555	16	139	0.535000ms
18001556	16	115	0.261000ms
18001557	16	129	0.321000ms
18001558	16	95	0.332000ms
18001559	16	137	0.329000ms
18001560	16	136	0.981000ms
18001561	16	102	0.644000ms
18001562	16	146	0.425000ms
18001563	16	112	0.290000ms
18001564	16	71	1.147000ms
18001565	16	125	0.606000ms
18001566	16	100	0.318000ms
18001567	16	159	0.372000ms
18001568	16	102	0.731000ms
18001569	16	107	0.775000ms
18001570	16	124	0.489000ms
18001571	16	108	0.276000ms
18001572	16	115	0.336000ms
18001573	16	102	0.682000ms
18001574	16	105	0.958000ms
18001575	16	112	0.515000ms
18001576	16	93	0.358000ms
18001577	16	137	0.397000ms
18001578	16	117	0.699000ms
18001579	16	120	0.311000ms
18001580	16	98	0.590000ms
18001581	16	114	0.353000ms
18001582	16	201	0.411000ms
18001583	16	103	0.288000ms
18001584	16	119	1.132000ms
18001585	16	116	0.598000ms
18001586	16	115	0.299000ms
18001587	16	161	0.989000ms
18001588	16	127	0.341000ms
18001589	16	69	0.257000ms
18001590	16	181	0.608000ms
18001591	16	116	0.798000ms
18001592	16	190	0.706000ms
18001593	16	68	0.334000ms
18001594	16	124	0.288000ms
18001595	16	98	0.597000ms
18001596	16	110	1.149000ms
18001597	16	106	0.261000ms
18001598	16	139	0.373000ms
18001599	16	145	0.352000ms
18001600	16	127	0.799000ms
18001601	16	120	0.247000ms
18001602	16	166	0.759000ms
18001603	16	108	0.255000ms
18001604	16	126	0.336000ms
18001605	16	144	1.224000ms
18001606	16	111	0.343000ms
18001607	16	131	0.291000ms
18001608	16	138	0.979000ms
18001609	16	115	0.331000ms
18001610	16	135	0.800000ms
18001611	16	127	0.346000ms
18001612	16	115	0.318000ms
18001613	16	169	0.523000ms
18001614	16	111	0.393000ms
18001615	16	133	0.538000ms
18001616	16	166	0.336000ms
18001617	16	135	0.363000ms
18001618	16	127	1.071000ms
18001619	16	116	0.420000ms
18001620	16	95	0.465000ms
18001621	16	98	0.282000ms
18001622	16	126	1.189000ms
18001623	16	123	0.816000ms
18001624	16	110	0.692000ms
18001625	16	132	0.594000ms
18001626	16	119	0.296000ms
18001627	16	214	0.380000ms
18001628	16	106	0.693000ms
18001629	16	86	0.316000ms
18001630	16	135	1.029000ms
18001631	16	87	0.324000ms
18001632	16	134	0.294000ms
18001633	16	101	0.279000ms
18001634	16	200	0.552000ms
18001635	16	51	0.488000ms
18001636	16	224	0.473000ms
18001637	16	98	0.777000ms
18001638	16	110	0.316000ms
18001639	16	130	0.378000ms
18001640	16	113	0.641000ms
18001641	16	116	1.256000ms
18001642	16	162	0.316000ms
18001643	16	115	1.068000ms
18001644	16	96	0.735000ms
18001645	16	152	0.544000ms
18001646	16	119	0.258000ms
18001647	16	163	0.363000ms
18001648	16	75	0.185000ms
18001649	16	139	0.336000ms
18001650	16	110	0.566000ms
18001651	16	123	0.303000ms
18001652	16	136	0.829000ms
18001653	16	65	0.298000ms
18001654	16	142	0.296000ms
18001655	16	107	0.641000ms
18001656	16	112	0.563000ms
18001657	16	126	1.013000ms
18001658	16	89	0.313000ms
18001659	16	108	0.635000ms
18001660	16	128	1.146000ms
18001661	16	94	0.287000ms
18001662	16	133	0.363000ms
18001663	16	111	0.316000ms
18001664	16	117	0.356000ms
18001665	16	126	0.773000ms
18001666	16	101	0.371000ms
18001667	16	241	1.076000ms
18001668	16	93	0.548000ms
18001669	16	97	0.319000ms
